Reference Entity,Buy/Sell,(Pay)/ReceiveFixed Rate,ExpirationDate,ImpliedCreditSpead,UpfrontPremium Paid/(Received)(000 s),NotionalAmount(000 s),UnrealizedAppreciation/(Depreciation)(000 s),CIK,Reporting Type,Report Year
"Markit CDX Emerging Markets Index, Series 19",Sell,1.00%,12/17,1.0,0,"1,000000",(1000,0000742212,N-CSR,13
