Counterparty,Referenced entity,Buy/sell protection,Pay/receive fixed rate,Expiration date,Notional amount,CIK,Reporting Type,Report Year
JPMorgan Chase Bank,CDX North America High Yield Index ,Sell,5,"June 20, 2014",5500000,0000755221,N-Q,09
