Counterparty,SwapReferenced,Notional Value3,Annual,Termination,Upfront,Unrealized,CIK,Reporting Type,Report Year
HSBC,CDX.EM.265,"570,000",1.00%,12/20/21,"37,063","(2,794",0000769220,N-CSR,17
