Issuer,ReceiveFixedRate,Counterparty,ExpirationDate,CreditRating1,NotionalAmount(000)2,Value,PremiumsReceived,UnrealizedDepreciation,CIK,Reporting Type,Report Year
" Caterpillar, Inc.",0.62%,Morgan Stanley & Co. LLC,12/20/21,A    ,200000,"(4,463","$(3,474)",$(989),0000844779,N-CSR,17
