Reference Entity,Buy/Sell,(Pay)/ReceiveFixed Rate,ExpirationDate,ImpliedCreditSpead,UpfrontPremium Paid/(Received)(000 s),NotionalAmount(000 s),UnrealizedAppreciation/(Depreciation)(000 s),CIK,Reporting Type,Report Year
"Markit CDX Emerging Markets Index, Series 19",Sell,5.00%,6/18,3.200%,-  000,"8,600000",(359000,0000742212,N-CSR,13
