SWAP COUNTERPARTY & REFERENCE OBLIGATION,BUY/SELL PROTECTION,NOTIONAL AMOUNT(000 s),INTEREST RATE,TERMINATION DATE,CIK,Reporting Type,Report Year
Barclays Capital Whirlpool Corp.,Buy,315000,1,"June 20, 2014",0000716716,N-Q,11
