Reference Entity/,Swap Counterparty,Credit Protection,Notional Amount(000 s),Fixed Rate,Termination Date,CIK,Reporting Type,Report Year
"CDX North America High Yield Index, Series 14",Barclays Bank plc,Sell,19000,6/20/15,1039722,0001307792,N-CSRS,10
