Counterparty,Swap Referenced Obligation,Value2,(Receipts) Payments,Date,(Received),(Depreciation)3,CIK,Reporting Type,Report Year
HSBC,CDX.EM.254,735000,1.00%,6/20/21,"    (64,332",8826,0001048133,N-Q,16
