NotionalAmount,ExpirationDate,Counterparty,Buy/SellProtection,MaximumPotential Amountof FuturePayments Underthe Contract,Receive(Pay)FixedRate,Deliverableon Default,UnrealizedAppreciation(Depreciation),Value,CIK,Reporting Type,Report Year
17000000,06/20/20,JPMorgan Chase N.A.,Buy,17000000,(1.00,CDX.IG.24 CG24,224106,"(90,825",0001320615,N-CSR,15
