ReferenceEntity/Obligation,TerminationDate,FixedRate,NotionalAmount(000)#(2),"ImpliedCreditSpread atFebruary 28,2015(4)",Counterparty,CIK,Reporting Type,Report Year
"NRG Energy, Inc.",03/20/16,4.100%,1850000,0.56,Goldman Sachs & Co.,0000278187,N-CSR,15
