Reference Entity ,Counterparty,Credit Protection,Amount(000s),Fixed Rate,Termination Date,CIK,Reporting Type,Report Year
Republic of Austria ,Morgan Stanley & Co. International Ltd.   ,Buy,10000000,2.67,3/20/14,0000817982,N-CSRS,09
