SWAP COUNTERPARTY & REFERENCE OBLIGATION,PROTECTION,AMOUNT(000 s),RATE,DATE,DEPRECIATION,CIK,Reporting Type,Report Year
Texas Competitive Electric Holdings Co. LLC,Sell,3000,2.06,"June 20, 2010","(366,600",0000854904,N-Q,09
