Credit Default Swaps and Counterparty,Buy/SellProtection1,TerminationDate,"NotionalPrincipalAmount2
",UpfrontPaymentsReceived(Made),Value3,UnrealizedGain/(Loss),CIK,Reporting Type,Report Year
"CDX HY, Series 20, 5 Year, at 5.00%; Bank of America",Buy,6/20/2018,"7,940,000","233,116","248,319)","15,203)",0000790166,N-Q,13
