Issuer,ReceiveFixed Rate,Counterparty,ExpirationDate,CreditRating1,Notional Amount(000),MarketValue,PremiumsPaid(Received),UnrealizedDepreciation,CIK,Reporting Type,Report Year
"Markit CMBX North America AM Index, Series 3",0.08,Goldman Sachs International,12/13/49,BB+,"USD    13,936000","(98,223","(93,017","(5,206",0000893818,N-CSR,15
