Issuer,ReceiveFixed Rate,Clearinghouse,ExpirationDate,"CreditRating1
",Notional Amount(000)2,UnrealizedAppreciation,CIK,Reporting Type,Report Year
"Dow Jones CDX North America High Yield Series 23, Version 1",5.0,Chicago Mercantile,12/20/19,B+,"37,500000","148,490",0000893818,N-CSR,15
