Swap Counterparty and Reference Obligation,Protection,Amount(000),Fixed Rate,Date,CIK,Reporting Type,Report Year
"Dow Jones CDX North America High Yield Index, Series 8",Sell,$    535000,3.75%,12/20/12,0000921187,N-CSR,08
