Type,Counterparty,Type.1,NotionalAmount,FixedRate,TerminationDate,"Value atJune 30, 2005",UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
DJ Investment Grade CDX BB,Morgan Stanley,Sell,"2,000,000",2.25,12/20/09,"27,500","(22,506",0001071336,N-Q,05
