SWAP COUNTERPARTY & REFERENCE OBLIGATION,PROTECTION,AMOUNT(000 S),RATE,DATE,CIK,Reporting Type,Report Year
"Bank of America, N.A.
Sealed Air Corp.",Buy,40,1.12,"March 20, 2018",0000932843,N-Q,09
