Underlying Instrument,Counterparty,NotionalAmount,FixedRate,Expiration Date,ImpliedCreditSpread*,UpfrontPaymentMade,Value,UnrealizedAppreciation,CIK,Reporting Type,Report Year
Kohl s Corp.,JPMorgan,"$75,000",1.0,09/20/19,10.245999999999999,$(694,$(88,$606,0000883939,N-CSRS,14
