Counterparty,TerminationDate,NotionalAmount(000),FixedRate,Underlying,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Morgan Stanley Capital Services (1),12/20/2009,830,0.6,"RPM International, Inc.","(9,010",0000834126,N-Q,07
