Clearing Broker,Referenced Entity,Buy/SellProtection (14),CurrentCreditSpread (15),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,VariationMarginReceivable/(Payable),UnrealizedAppreciation(Depreciation),CIK,Reporting Type,Report Year
"Morgan Stanley Capital Services, LLC*",CDX.NA.HY.26,Sell,3.16,"20,000,000",5.0,6/20/21,"1,549,115","(22,631","1,097,813",0001093428,N-CSR,17
