Counterparty,Entity,Protection,Fixed Rate,Date,Amount,Depreciation,CIK,Reporting Type,Report Year
"

    J.P. Morgan
","

    Dow Jones CDX EM7 Index
",Buy,1.250%,6/20/2012,4800,(5,0000820892,N-CSR,07
