Counterparty,ReferenceObligation,(Pay)/ReceiveFixed Rate,ExpirationDate,ImpliedCreditSpread^,NotionalValue( ),UnamortizedUp FrontPremiumPaid/(Received),MarketValue,UnrealizedAppreciation(Depreciation),FeesReceivable/(Payable),CIK,Reporting Type,Report Year
"Morgan Stanley Capital Services, Inc.","CDX.EM* Series 21, 5-Year",5.00%,6/20/2019,2.47,"3,050,000","328,609","353,664","25,055","30,924",0001406305,N-CSRS,14
