Index,Receive,Clearinghouse,Expiration,Credit,NotionalAmount(000)2,Unrealized,CIK,Reporting Type,Report Year
CDX.NA.HY Series 21 Version 1,5.0,Chicago Mercantile,12/20/18,B+,"3,000000","(8,283",0000844779,N-CSR,14
