Counterparty,Termination Date,Notional Amount(2),Fixed Rate,Asset Backed/ Credit Indices,Premium Value(3),CIK,Reporting Type,Report Year
Wells Fargo,06/20/2020,20000000,1.000%,Markit CDX.NA.IG.24,"(133,247",0000711080,N-Q,16
