"SWAP
  COUNTERPARTY &
  REFERENCE
  OBLIGATION","BUY/SELL
  PROTECTION","NOTIONAL
  AMOUNT
  (000 s)","INTEREST
  RATE","TERMINATION
  DATE","UNREALIZED
  APPRECIATION","UPFRONT
  PAYMENTS","CREDIT
  RATING OF
  REFERENCE
  OBLIGATION+
(unaudited)",CIK,Reporting Type,Report Year
"Bank
  of America, N.A., 
  Sealed Air Corp.",Buy,10000,1.12,"March 20,
  2018",420,420,BB+,0000924394,N-Q,10
