Quarter Ended ,"March 31, 2013 ","June 30, 2013 ","September 30, 2013 "," December 31, 2013",CIK,Reporting Type,Report Year
  $    ,"38,478,699",  $    ,"15,178,699","$  9,578,699",0000824036,N-CSR,14
