"Counterparty
","
Notional amount","Termination
 date","by the
 Fund",Fund,"
Value",CIK,Reporting Type,Report Year
"Goldman Sachs
 International","1,875,000",09/20/17,5.3450%(1),5.6450%,"62,523",0000880943,N-Q,07
