Counterparty,Referenced Entity,Buy/SellProtection (7),CurrentCreditSpread (8),NotionalAmount(U.S. Dollars),FixedRate*,TerminationDate,Value(U.S. Dollars),UnrealizedAppreciation(Depreciation)(U.S. Dollars),CIK,Reporting Type,Report Year
UBS AG,"Freescale Semiconductor, Inc.",Sell,6.71,"2,530,000",5.0,6/20/15,"(38,086","442,614",0001071336,N-CSR,11
