Counterparty Referenced Obligation,ImpliedCreditSpread2,FixedReceived/ PayRate,ExpirationDate,NotionalAmount3,Value,UnrealizedAppreciation,CIK,Reporting Type,Report Year
"GSI Canadian Natural Resources Ltd., 6.25%, 03/15/38",0.73,1.0,12/20/2015,"(500,000","6,428","4,882",0000067813,N-CSR,11
