Counterparty,ReferenceObligation,FixedDealReceiveRate,ImpliedCreditSpread,NotionalValue,MarketValue,UpfrontPremiumsPaid,ExpirationDate,Change in NetUnrealizedAppreciation,CIK,Reporting Type,Report Year
Merrill Lynch & Co Inc,Swap North,5.00%,5.00%," 3,000,000","$  (372,109)","  294,792",December2016,"    84,051",0000356476,N-Q,11
