COUNTERPARTY ,REFFERENCE OBLIGATION ,SPREAD ,PURCHASED ,RATE ,DATE ,CIK,Reporting Type,Report Year
Bank of America ,The Goodyear,3.19% ,5000000,1.51% ,Jun 2012 ,0000045288,N-CSR,10
