Counterparty,ReferenceObligation,(Pay)/ReceiveFixed Rate,ExpirationDate,NotionalValue( ),CIK,Reporting Type,Report Year
Barclays Bank PLC,Republic of Russia,(1.00%),6/20/2020,310000,0000052136,N-CSRS,15
