Swap   Counterparty/,Notional,Credit,Termination,Payments,Market,Upfront,Unrealized,CIK,Reporting Type,Report Year
HCA,"$1,500",2.43%,9/20/13,3.00%,"$18,583","$18,583",,0001244183,N-CSR,12
