Credit Default Swaps and,Buy/Sell Protection1,TerminationDate,NotionalPrincipalAmount2,UpfrontPaymentsReceived,Value3,UnrealizedGain/(Loss),CIK,Reporting Type,Report Year
"CDX HY, Series 18, 5 Year, at 5.00%; Bank of America",Buy,6/20/2017,"7,920,000","319,250)","42,027)","361,277)",0000790166,N-Q,12
