Reference Entity,Counterparty,Notional,Contract,Termination,Market,Unamortized,Unrealized,CIK,Reporting Type,Report Year
Markit CDX North America High Yield Index,CME Group Inc.,"13,812",5.0,12/20/20,"(395,107","(306,815","(88,292",0001040061,N-CSR,16
