Reference Entity,Counterparty,NotionalAmount(000s omitted),ContractannualFixed Rate,TerminationDate,MarketValue,UnamortizedUpfrontPaymentsReceived,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Markit CDX North America High Yield Index,CME Group Inc.,"17,782000",5.0,12/20/20,"(508,674","(387,331","(121,342",0001040061,N-CSR,16
