Reference Entity,Counterparty,TerminationDate,Buy/SellProtection1,NotionalAmount(000)2,Receive (Pay)Fixed Rate3,UpfrontPremiumsReceived(Paid),Value,UnrealizedAppreciation(Depreciation)4,CIK,Reporting Type,Report Year
"2.75%, 1/12/18",Credit SuisseFirst Boston,6/20/19,Buy,12500,(1.00,"(896,506",838401,"(58,105",0001469192,N-CSRS,14
