Counterparty,Reference Entity/Obligation,Buy/Sell   Protection,Fixed   Rate (%),Termination   Date,Spread   at   03/31/11 (%) (2),Notional   Amount (3),Fair   Value (4),Paid/   (Received),Appreciation/   (Depreciation),CIK,Reporting Type,Report Year
Barclays   Bank PLC,General Electric Capital   Corp.,Sell,1,06/20/11,0.322,3000000,4571,"(5,878)",10449,0000837276,N-Q,11
