NotionalAmount*,ExpirationDate,Buy/SellProtection,Receive(Pay)FixedRate,Deliverableon Default,UnrealizedAppreciation(Depreciation),Value,CIK,Reporting Type,Report Year
"17,000,000",06/20/20,Buy,(1.00,CDX.IG.24 CG24,"222,333","$(92,598)",0001320615,N-CSR,16
