Reference Entity/Obligation,Buy/Sell Protection,(Pay)/ Receive Fixed Rate (%),Clearinghouse,Termination Date,Notional Amount(2),Fair Value(3),Unrealized Appreciation/ (Depreciation),CIK,Reporting Type,Report Year
"CDX North American Investment Grade, Series 28, Version 1",Buy,1.0,Intercontinental Exchange,06/20/22,"125,000,000","(2,063,750","(60,427",0000002646,N-Q,17
