Counterparty,Reference Entity,Buy/SellProtection (25),CurrentCreditSpread (26),NotionalAmount,Fixed Rate(Annualized),TerminationDate,Value,UnrealizedAppreciation(Depreciation) (24),CIK,Reporting Type,Report Year
Goldman Sachs,Texas Competitive Electric Holdings Company LLC,Buy,50.5-55.5,"2,000,000",5.0,9/20/14,"1,773,333","648,333",0001020660,N-CSR,14
