SWAP COUNTERPARTY (REFERENCE ENTITY),"NOTIONAL
  AMOUNT","TERMINATION
  DATE","UNREALIZED /
  DEPRECIATION",CIK,Reporting Type,Report Year
"Morgan Stanley & Co. Inc
(Turanalem Finance BV)","$1,900,000",10/29/08,"$(4,297)",0000914035,N-Q,08
