Underlying Instrument,Counterparty,NotionalAmount($),FixedRate(%),ExpirationDate,UpfrontPaymentsMade(Received)($),Value($),"UnrealizedAppreciation
(Depreciation)($)",CIK,Reporting Type,Report Year
CDX.NA.HY.17,JPMorgan,"75,460,000",5.0,12/20/16,"(8,432,111","(5,294,216","3,137,895",0000883939,N-Q,12
