OBLIGATION,PROTECTION,AMOUNT(000 s),RATE,DATE,APPRECIATION,CIK,Reporting Type,Report Year
"Bank of America, N.A., Sealed Air
Corp.",Buy,40,1.12,"March 20, 2018",1407,0001112996,N-Q,10
