Counterparty(1),Termination,NotionalAmount(000),FixedRate,Underlying,UnrealizedAppreciation,CIK,Reporting Type,Report Year
Morgan Stanley Capital Services,12/20/2009,830000,0.60%,"RPM International, Inc.","1,473",0000834126,N-CSR,06
