Counterparty,Reference Entity,Buy/Sell Protection,Fixed Rate,Expiration Date,Notional Amount(000),CIK,Reporting Type,Report Year
"Bank of
America, N.A.",Sealed Air Corp.,Buy,1.12,03/20/18,1540000,0000080832,N-Q,09
