"
Counterparty
","
Entity
","
Date
","
Rate
","
Amount
","
Value
","
Received
","
(Payable)
","
Appreciation(Depreciation)
","

",CIK,Reporting Type,Report Year
"
    JPMorgan Chase Bank, N.A
","
    CDX North America High Yield Index
","
    June 20, 2016
",4.46,"
    $18,000,000
","
    $369,955
","
    $(399,790
","
    $27,500
","
    $(2,335
",,0001352280,N-CSR,11
