Reference,FundPays,Clearinghouse,ExpirationDate,NotionalPrincipal(000s),UnrealizedAppreciation(000s),CIK,Reporting Type,Report Year
"Markit CDX,North AmericaHigh Yield Series 27 Index",5.00%,Chicago Mercantile,Dec-21,USD   (a),$ (a),0000885709,N-Q,17
