ReferenceObligations,FundPays,Clearinghouse,ExpirationDate,NotionalPrincipal(000s)," UnrealizedDepreciation
(000s)",CIK,Reporting Type,Report Year
"Markit CDX, North America High Yield Series 27 Index",5.00%,Chicago Mercantile,Dec-21,USD      1,(a),0000885709,N-Q,17
