Reference,Fund,Counterparty,ExpirationDate,NotionalPrincipal(000s),Value,CIK,Reporting Type,Report Year
"CDX.NA.HY., 0.18%,",(5.00)%,Barclays,Jun-17,"USD 1,980",$(160),0000885709,N-Q,14
