ReferenceObligations,Fund(Pays)Receives,Counterparty,ExpirationDate,NotionalPrincipal(000s),Value(000s),CIK,Reporting Type,Report Year
Republic of Turkey,1.00%,Bank of America,March-19,"USD 1,000",$78,0000885709,N-Q,14
