Reference Obligation,(Pay)/Receive,"ExpirationDate
",Implied,"NotionalValue
",Market Value,"UnrealizedAppreciation
(Depreciation)","FeesReceivable/
(Payable)",CIK,Reporting Type,Report Year
"CDX.NA.HY* Series 23, 5-Year",5.00%,12/20/2019,3.05%,"13,230,000","1,082,340","221,040","1,838",0000917469,N-CSR,15
