"Reference
    Entity/Obligation","Buy/Sell
    Protection","(Pay)/
    Receive Fixed Rate (%)",Clearinghouse,"Termination
    Date","Notional
    Amount(2)","Fair
Value(3)","Unrealized
    Appreciation/ (Depreciation)",CIK,Reporting Type,Report Year
"CDX North American
    Investment Grade Index, Series 27, Version 1",Sell,1.0,"Intercontinental
    Exchange",12/20/21,"45,000,000","833,265","61,161",0001015965,N-Q,17
