Counterparty (Issuer),Reference Entity,Fixed Rate,Date,Amount (a),CIK,Reporting Type,Report Year
UBS Securities,CDX.NA.HY.17,5,12/20/2016,24500,0000898745,N-Q,12
UBS Securities,CDX.NA.HY.17,5,12/20/2016,24500,0000898745,N-Q,12
UBS Securities,CDX.NA.HY.17,5,12/20/2016,24500,0000898745,N-Q,12
UBS Securities,CDX.NA.HY.17,5,12/20/2016,49000,0000898745,N-Q,12
