Counterparty (1),TerminationDate,NotionalAmount(000),FixedRate,Underlying Bond,UnrealizedDepreciation,CIK,Reporting Type,Report Year
Morgan Stanley Capital Services*,09/20/10,"2,500000",4.20%,"Lear Corp., 8.11%, 05/15/08","(195,570",0000711175,N-Q,06
