"
Underlying Instrument ","
Counterparty ","
Maturity   Date ","
Implied   Credit   Spread at   March 31,   2017(b) ","
Notional   Amount(c) ","
Fixed   Deal   Receive   Rate ","
Value ","
Premiums   Paid ","
Unrealized   Appreciation ",CIK,Reporting Type,Report Year
"
CDX North America High Yield Index Swap Agreement; Series 27 ","
Goldman   Sachs ","
12/20/21 ",3.09,"
4,950,000 ",5.0,"
397,327 ","
159,266 ","
238,061 ",0000802716,N-Q,17
