UnderlyingInstrument,Broker (Exchange),NotionalAmount,FixedRate,ExpirationDate,ImpliedCreditSpread*,PremiumsReceivable,UpfrontPaymentsMade,Value,UnrealizedAppreciation,CIK,Reporting Type,Report Year
Argentina Republic,Credit Suisse International,"12,500,000",5.0,06/20/22,3.672%,"$20,833","$754,843","$768,092","$13,249",0000883939,N-CSR,17
