Index,PayFixedRate,ExpirationDate,NotionalAmount(000),Unrealized,CIK,Reporting Type,Report Year
CDX.NA.HY Series 25 Version 1,5.00%,12/20/20,$240,"$1,787",0001095789,N-Q,16
