Reference,Fund,Counterparty,ExpirationDate,NotionalPrincipal(000s),Value(000s),CIK,Reporting Type,Report Year
CDX.NA.HY.25,5.00%,Credit Suisse First Boston International,Dec-20,"USD 3,000000",10000,0000885709,N-Q,16
