Reference Entity/,Swap Counterparty,Protection,Notional Amount(000 s),Fixed Rate,Termination Date,Payment Received/(Paid),CIK,Reporting Type,Report Year
"CDX North America High Yield Index, Series 13
","JPMorgan Chase Bank NA,
NY Branch",Sell,8910000,12/20/14,60879,50681,0000820120,N-CSRS,10
