NotionalAmount,ExpirationDate,Receive(Pay)FixedRate,Deliverable on Default,UnrealizedAppreciation(Depreciation),Premium(Received)Paid,Value,CIK,Reporting Type,Report Year
"4,642,000",12/20/18,(5.000)%,CDX.NA.HY. 21.V1  ,"(76,492","(319,030","(395,522",0000916053,N-CSR,14
