Swap Counterparty/,Notional,CreditSpread,Termination,Payments,Market,Upfront,Unrealized,CIK,Reporting Type,Report Year
CDX North America High Yield Index,"4,000,000",486.88,12/20/2017,5.000%,"22,528","47,500","18,306",0001214511,N-CSRS,13
