ReferenceEntity,Counterparty,TerminationDate,Buy/SellProtection(1),NotionalAmount(000)(2),Receive (Pay)Fixed Rate(3),UpfrontPremiumsReceived/(Paid),Value,UnrealizedAppreciation/,CIK,Reporting Type,Report Year
"Staples, Inc.",Credit Suisse First Boston,6/20/2019,Buy,"7,000000",(1.00,"(452,803","193,663","(259,140",0000787441,N-CSR,15
